품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
201502569,명문엔테카비르정1.0밀리그램,Myungmoon Entecavir Tab 1.0mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2015-04-29,의약품,5117,정상,,엔테카비르,"미결정셀룰로오스,크로스포비돈,유당수화물,오파드라이핑크03B640012,포비돈,스테아르산마그네슘",,전문의약품,완제의약품,허가,제조,,삼각형,,,10.5,10.5,N,"8806498069305,8806498069312",J05AF10,201502569,,,Entecavir
201402426,명문염산라록시펜(원료),,명문바이오(주),"Myungmoon Bio. Co., Ltd.",2014-05-29,의약품,3,정상,,,"메탄올,35%염산,조 라록시펜,정제수",,,원료의약품,신고,제조,,,,,,,N,,,,,,
199203554,명문염산부피바카인0.5%주(수출용),Bupivacaine Hcl Injection 0.5% Myungmoon,명문제약(주),"Myungmoon Pharm. Co., Ltd.",1992-03-30,의약품,205,정상,,부피바카인염산염수화물,"수산화나트륨,염화나트륨,염산,주사용수",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498013100,8806498013117,8806498013124,8806498013131,8806498013148",N01BB01,,,,Bupivacaine Hydrochloride Hydrate
199502376,명문염산부피바카인주0.25%,Bupivacaine Hcl Heavy Injection 0.25% Myungmoon,명문제약(주),"Myungmoon Pharm. Co., Ltd.",1995-07-14,의약품,11,정상,,부피바카인염산염수화물,"수산화나트륨,염화나트륨,주사용수",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498013209,8806498013216,8806498013223",N01BB01,,,,Bupivacaine Hydrochloride Hydrate
199502380,명문염산부피바카인헤비주사0.5%(수출명: ALCAINE(Bupivacaine·HCl Heavy Inj 0.5%),Bupivacaine Hcl Heavy Injection 0.5% Myungmoon,명문제약(주),"Myungmoon Pharm. Co., Ltd.",1995-12-13,의약품,15,정상,,부피바카인염산염수화물,"수산화나트륨,주사용수,포도당",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498013407,8806498013414,8806498013421,8806498013438,8806498013445,8806498013452,8806498013469",N01BB01,,,,Bupivacaine Hydrochloride Hydrate
202402632,명문유디씨에이정100밀리그램(우르소데옥시콜산),Myungmoon UDCA Tab 100mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2024-11-07,의약품,5252,정상,,우르소데옥시콜산,"미결정셀룰로오스,유당수화물,콜로이드성이산화규소,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Ursodeoxycholic Acid
201307040,명문유디씨에이정300밀리그램(우르소데옥시콜산)(수출용),Myungmoon UDCA Tab 300mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2013-04-22,의약품,5058,정상,,우르소데옥시콜산,"유당수화물,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,경질무수규산,옥수수전분,히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498064904,8806498064911,8806498064928",A05AA02,,,,Ursodeoxycholic Acid
198401120,명문이노판주(도파민염산염),Myungmoon Inopan Inj.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",1984-05-18,의약품,41,정상,,도파민염산염,"아황산수소나트륨,주사용수,염산",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498014206,8806498014213,8806498014220,8806498014237,8806498014244,8806498014251",C01CA04,,,,Dopamine Hydrochloride
202004864,명문케노데옥시콜산-우르소데옥시콜산마그네슘삼수화물(원료),,명문바이오(주),"Myungmoon Bio. Co., Ltd.",2020-07-03,의약품,15,정상,,,"수산화나트륨,황산마그네슘칠수화물,아세톤,케노데옥시콜산,우르소데옥시콜산,정제수",,,원료의약품,신고,제조,,,,,,,N,,,,,,
200608036,명문케토프로펜주사(수출용)(수출명 : Ketofron),Ketofron,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2006-11-24,의약품,2005,정상,,케토프로펜,"시트르산수화물,수산화나트륨,벤질알코올,아르기닌,주사용수",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498014800,8806498014817,8806498014824",M01AE03,,,,Ketoprofen
200704618,명문쿠에티아핀정(쿠에티아핀푸마르산염),Myungmoon Quetiapine Tab.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2007-04-20,의약품,456,정상,,쿠에티아핀푸마르산염,"푸마르산,오파드라이노란색(03F620102),미결정셀룰로오스,유당수화물,포비돈,스테아르산마그네슘,인산수소칼슘수화물,탤크,전분글리콜산나트륨",,전문의약품,완제의약품,신고,제조,,원형,,,8.6,8.6,N,"8806498014909,8806498014916,8806498014923",N05AH04,200704618,,,Quetiapine Fumarate
200807038,명문쿠에티아핀정200밀리그램(쿠에티아핀푸마르산염),Myungmoon Quetiapine Tab 200mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2008-06-25,의약품,511,정상,,쿠에티아핀푸마르산염,"푸마르산,포비돈K30,미결정셀룰로오스,히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,인산수소칼슘수화물,탤크,전분글리콜산나트륨",,전문의약품,완제의약품,신고,제조,,원형,,,11.10,11.10,N,"8806498042001,8806498042018,8806498042025",N05AH04,200807038,,,Quetiapine Fumarate
200807041,명문쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염),Myungmoon Quetiapine Tab 25mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2008-06-25,의약품,512,정상,,쿠에티아핀푸마르산염,"푸마르산,오파드라이오렌지(03F630029),미결정셀룰로오스,유당수화물,포비돈,스테아르산마그네슘,인산수소칼슘수화물,탤크,전분글리콜산나트륨",,전문의약품,완제의약품,신고,제조,,원형,,,5.1,5.1,N,"8806498042100,8806498042117,8806498042124",N05AH04,,,,Quetiapine Fumarate
200809080,명문쿠에티아핀정300밀리그램(쿠에티아핀푸마르산염),Myungmoon Quetiapine Tab 300mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2008-08-28,의약품,514,정상,,쿠에티아핀푸마르산염,"푸마르산,포비돈K30,미결정셀룰로오스,히프로멜로오스2910,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,인산수소칼슘수화물,탤크,전분글리콜산나트륨",,전문의약품,완제의약품,신고,제조,,장방형,,,19.10,7.67,N,"8806498042308,8806498042315,8806498042322",N05AH04,200809080,,,Quetiapine Fumarate
201301376,명문클로피도그렐정(클로피도그렐황산수소염),MyungMoon Clopidogrel Tab.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2013-01-15,의약품,5053,정상,,클로피도그렐황산수소염,"저치환도히드록시프로필셀룰로오스,글리세롤디베헤네이트,미결정셀룰로오스,콜로이드성이산화규소,카르나우바납,스테아릴푸마르산나트륨,D-만니톨,오파드라이II분홍색(32K640003)",,전문의약품,완제의약품,허가,제조,,원형,,,8.8,8.8,N,"8806498062009,8806498062016,8806498062023",B01AC04,,,,Clopidogrel Bisulfate
201300131,명문텔미사르탄(원료),,명문바이오(주),"Myungmoon Bio. Co., Ltd.",2013-01-08,의약품,2,정상,,,"수산화나트륨,2-n-프로필-4-6-(1-메틸벤즈이미다졸-2-일)벤즈이미다졸,초산,아세톤,N-헥산,염산 35%,조텔미사르탄,에틸 아세테이트,에탄올(95),메틸알코올,메틸-4'-브로모메틸바이페닐-2-카르복실레이트,칼륨 터트-부톡사이드,메틸렌클로라이드,28%암모니아수,정제수",,,원료의약품,신고,제조,,,,,,,N,,,,,,
201502623,명문티로프라미드염산염정,Myungmoon Tiropramide HCL Tab,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2015-04-30,의약품,5118,정상,,티로프라미드염산염,"히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,포비돈,스테아르산마그네슘,탤크,옥수수전분,전분글리콜산나트륨",,전문의약품,완제의약품,허가,제조,,원형,,,7.05,7.05,N,"8806498069008,8806498069015,8806498069022",A03AC05,201502623,,,Tiropramide Hydrochloride
201108965,명문플루마제닐주(플루마제닐),Myungmoon Flumazenil Inj,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2011-10-21,의약품,5037,정상,,플루마제닐,"수산화나트륨,염화나트륨,에데트산나트륨수화물,아세트산무수물,주사용수",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806498054707,8806498054721,8806498054714,8806498071117,8806498071124,8806498071100,8806498077812,8806498077829,8806498077805",V03AB25,,,,Flumazenil
201905590,명문피나스테리드정5밀리그램,Myungmoon Finasteride Tab 5mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2019-08-07,의약품,5169,정상,,피나스테리드,"라우릴황산나트륨,스테아르산마그네슘,전분글리콜산나트륨,셀락토오스80,오파드라이II청색(85G605026)",,전문의약품,완제의약품,허가,제조,,원형,,,7.8,7.8,N,"8806498074804,8806498074811",G04CB01,201905590,,,Finasteride
201502445,명문피라세탐주(수출용),Myungmoon Piracetam Inj.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2015-04-27,의약품,5115,정상,,피라세탐,"아세트산나트륨수화물,아세트산 무수물,주사용수",,전문의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Piracetam
202009441,명문피타바스타틴정1mg(피타바스타틴칼슘),Myungmoon Pitavastatin Tab 1mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2020-12-31,의약품,5201,정상,,피타바스타틴칼슘,"저치환도히드록시프로필셀룰로오스,탄산마그네슘,유당수화물,오파드라이흰색(03B28796),포비돈,스테아르산마그네슘",,전문의약품,완제의약품,허가,제조,,,,,,,N,,,202009441,,,Pitavastatin Calcium
202009440,명문피타바스타틴정2mg(피타바스타틴칼슘),Myungmoon Pitavastatin Tab 2mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2020-12-31,의약품,5200,정상,,피타바스타틴칼슘,"저치환도히드록시프로필셀룰로오스,탄산마그네슘,유당수화물,오파드라이분홍색(03B640067),포비돈,스테아르산마그네슘",,전문의약품,완제의약품,허가,제조,,,,,,,N,,,202009440,,,Pitavastatin Calcium
202009439,명문피타바스타틴정4mg(피타바스타틴칼슘),Myungmoon Pitavastatin Tab 4mg,명문제약(주),"Myungmoon Pharm. Co., Ltd.",2020-12-31,의약품,5199,정상,,피타바스타틴칼슘,"저치환도히드록시프로필셀룰로오스,오파드라이노란색(03B620025),탄산마그네슘,유당수화물,포비돈,스테아르산마그네슘",,전문의약품,완제의약품,허가,제조,,,,,,,N,,,202009439,,,Pitavastatin Calcium
200809788,명문황산수소클로피도그렐(원료),,명문바이오(주),"Myungmoon Bio. Co., Ltd.",2008-09-24,의약품,12,정상,,,"메탄올,아세토니트릴,탄산칼륨,2-클로로만델산,아황산수소나트륨,p-톨루엔설포닐클로라이드,아세톤,염화나트륨,탄산수소나트륨,황산나트륨,4-디메칠아미노피리딘,염산,트리에틸아민,L-(-)-10-캄퍼설폰산,메틸렌클로라이드,톨루엔,에칠아세테이트,4,5,6,7-테트라하이드로티에노[3,2-c]피리딘 염산염,정제수,무수초산,황산",,,원료의약품,신고,제조,,,,,,,N,,,,,,
201110725,명문히드로클로로티아지드(원료),,명문바이오(주),"Myungmoon Bio. Co., Ltd.",2011-12-09,의약품,1,정상,,,"수산화나트륨,메탄올,수소화붕소나트륨,염산 35%,99% 개미산,에탄올(95),4-아미노-6-클로로-1,3-벤젠디설폰아미드,정제수",,,원료의약품,신고,제조,,,,,,,N,,,,,,
201604511,명세핀정3밀리그램(독세핀염산염),Myungcephin Tab. 3mg,명인제약(주),"MYUNG IN PHARM.CO.,LTD.",2016-07-21,의약품,5096,정상,,독세핀염산염,"규화미결정셀룰로오스,콜로이드성이산화규소,스테아르산마그네슘,청색1호알루미늄레이크",,전문의약품,완제의약품,신고,제조,,타원형,,,11.13,5.09,N,"8806519044205,8806519044229,8806519044212,8806519044236",N06AA12,,,,Doxepin Hydrochloride
