품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
202300663,에소듀오에스정20/700밀리그램,ESODUO-S Tab. 20/700mg,(주)종근당,Chong Kun Dang Pharm.,2023-02-22,의약품,5359,정상,,에스오메프라졸마그네슘삼수화물펠렛/탄산수소나트륨,"푸마르산스테아릴나트륨,아르기닌,크로스포비돈,오파드라이AMBII분홍색(88A640023),코포비돈,히드록시프로필셀룰로오스",,전문의약품,완제의약품,허가,제조,,타원형,,,15.3,7.7,N,"8806433093204,8806433093235,8806433093242,8806433093211,8806433093228",A02BC,,,,Esomeprazole Magnesium Trihydrate Pellet/Sodium Bicarbonate
202300662,에소듀오에스정40/700밀리그램,ESODUO-S Tab. 40/700mg,(주)종근당,Chong Kun Dang Pharm.,2023-02-22,의약품,5358,정상,,에스오메프라졸마그네슘삼수화물펠렛/탄산수소나트륨,"오파드라이AMBII분홍색(88A640030),푸마르산스테아릴나트륨,아르기닌,크로스포비돈,코포비돈,히드록시프로필셀룰로오스",,전문의약품,완제의약품,허가,제조,,타원형,,,16.2,8.2,N,"8806433093105,8806433093136,8806433093143,8806433093112,8806433093129",A02BC,,,,Esomeprazole Magnesium Trihydrate Pellet/Sodium Bicarbonate
201801860,에소듀오정20/800밀리그램,Esoduo Tab. 20mg/800mg,(주)종근당,Chong Kun Dang Pharm.,2018-04-30,의약품,5233,정상,,에스오메프라졸마그네슘삼수화물펠렛/탄산수소나트륨,"푸마르산스테아릴나트륨,크로스포비돈,오파드라이AMBII분홍색(88A640023),코포비돈",,전문의약품,완제의약품,허가,제조,,타원형,,,16.4,8.1,N,"8806433080426,8806433080419,8806433080402,8806433080433,8806433080440",A02BC,,,,Esomeprazole Magnesium Trihydrate Pellet/Sodium Bicarbonate
201907588,에소듀오정40/800밀리그램,Esoduo Tab. 40mg/800mg,(주)종근당,Chong Kun Dang Pharm.,2019-10-30,의약품,5268,정상,,에스오메프라졸마그네슘삼수화물펠렛/탄산수소나트륨,"오파드라이 AMB Ⅱ 분홍색(88A640030) ,크로스포비돈,코포비돈,스테아릴푸마르산나트륨",,전문의약품,완제의약품,허가,제조,,타원형,,,17.9,8.8,N,"8806433084509,8806433084523,8806433084516,8806433084530,8806433084547",A02BC,,,,Esomeprazole Magnesium Trihydrate Pellet/Sodium Bicarbonate
201508280,에소라정20밀리그램(에스오메프라졸마그네슘이수화물),,(주)넥스팜코리아,nexpharm korea,2015-12-15,의약품,5083,정상,,에스오메프라졸마그네슘이수화물,"미결정셀룰로오스102,오파드라이KB흰색(310A180023),푸마르산스테아릴나트륨,아르기닌,크로스포비돈,아크릴이즈93F19255,포비돈,오파드라이KB빨간색(310A650001),산화마그네슘",,전문의약품,완제의약품,허가,제조,,원형,,,8.2,8.2,N,"8806625033100,8806625033117",A02BC05,201508280,,,Esomeprazole Magnesium Dihydrate
201505853,에소라정40밀리그램(에스오메프라졸마그네슘이수화물),,(주)넥스팜코리아,nexpharm korea,2015-08-20,의약품,5077,정상,,에스오메프라졸마그네슘이수화물,"미결정셀룰로오스102,포비돈K-30,오파드라이KB흰색(310A180023),푸마르산스테아릴나트륨,아르기닌,크로스포비돈,아크릴이즈93F19255,오파드라이KB빨간색(310A650001),산화마그네슘",,전문의약품,완제의약품,허가,제조,,원형,,,9.9,9.9,N,"8806625032608,8806625032615",A02BC05,201505853,,,Esomeprazole Magnesium Dihydrate
201601492,에소라졸정20mg(에스오메프라졸마그네슘삼수화물),Esorazol Tab 20mg(Esomeprazole Magnesium Trihydrate),대우제약(주),daewoopharm,2016-03-14,의약품,5073,정상,,에스오메프라졸마그네슘삼수화물,"아크릴이즈93A84421핑크,크로스카르멜로오스나트륨,L-아르기닌,미결정셀룰로오스,포비돈,오파드라이 20A680000 화이트,스테아릴푸마르산나트륨,산화마그네슘,시트르산트리에틸",,전문의약품,완제의약품,허가,제조,,원형,,,7.9,7.9,N,"8806496048906,8806671007117,8806496048913,8806671007100",A02BC05,,,,Esomeprazole Magnesium Trihydrate
201601493,에소라졸정40mg(에스오메프라졸마그네슘삼수화물),Esorazol Tab 40mg(Esomeprazole Magnesium Trihydrate),대우제약(주),daewoopharm,2016-03-14,의약품,5072,정상,,에스오메프라졸마그네슘삼수화물,"오파드라이흰색(20A680000),L-아르기닌,미결정셀룰로오스,포비돈,크로스카멜로오스나트륨,아크릴이즈분홍색(93A640002),스테아릴푸마르산나트륨,산화마그네슘,시트르산트리에틸",,전문의약품,완제의약품,허가,제조,,원형,,,10.0,10.0,N,"8806496049002,8806671007001,8806496049019,8806671007018",A02BC05,,,,Esomeprazole Magnesium Trihydrate
201403728,"에소록센정(나프록센, 에스오메프라졸)",Esoroxen Tab.,고려제약(주),"KOREAN DRUG. CO., LTD.",2014-08-12,의약품,5037,정상,,에스오메프라졸/나프록센,"오파드라이KB흰색(310A180023),미결정셀룰로오스,황색산화철,포비돈,크로스카멜로오스나트륨,스테아르산마그네슘,오파드라이KB노란색(310A120019),침강탄산칼슘,전분글리콜산나트륨,산화마그네슘,루디프레스",,전문의약품,완제의약품,허가,제조,,타원형,,,20.2,9.4,N,"8806428027009,8806428027016,8806428027023,8806428027030",M01AE52,,,,Esomeprazole/Naproxen
201506190,에소리움정20mg(에스오메프라졸마그네슘이수화물)(수출명 : FRIGERD tablet 20mg),Esorium Tab. 20mg,(주)씨티씨바이오,CTCBIO INC.,2015-08-31,의약품,5047,정상,,에스오메프라졸마그네슘이수화물,"수산화나트륨,푸마르산스테아릴나트륨,미결정셀룰로오스,히프로멜로오스,폴리에틸렌글리콜6000,산화티탄,탤크,전분글리콜산나트륨,메타아크릴산ㆍ아크릴산에틸공중합체분산액,D-만니톨,시트르산트리에틸,적색산화철",,전문의약품,완제의약품,허가,제조,,원형,,,7,7,N,"8806695015501,8806695015518,8806695015525,8806695015532",A02BC05,,,,Esomeprazole Magnesium Dihydrate
